Date,SPX,USO,SLV,EUR/USD,GLD
2011-12-20,96.8,300.48,28.77,1.3008,156.98
2011-12-21,96.98,304.88,28.6,1.3088,157.16
2011-12-22,97.84,306.24,28.36,1.304,156.04
2011-12-23,98.72,307.92,28.28,1.3056,156.31
2011-12-27,98.79,312.48,27.87,1.3051,154.91
2011-12-28,97.5,306.72,26.27,1.3072,151.03
2011-12-29,98.51,307.28,27.07,1.2927,150.34
2011-12-30,98.02,304.88,26.94,1.2956,151.99
2012-01-03,99.58,317.52,28.83,1.2941,155.92
2012-01-04,99.74,318.16,28.39,1.3056,156.71
2012-01-05,100.01,313.36,28.51,1.2931,157.78
2012-01-06,99.75,313.76,27.91,1.2796,157.2
2012-01-09,99.99,312.64,28.13,1.268,156.5
2012-01-10,100.86,314.72,29.05,1.2776,158.64
2012-01-11,100.91,311.36,29.14,1.2752,159.67
2012-01-12,101.15,304.48,29.31,1.2724,160.38
2012-01-13,100.63,305.28,28.82,1.2821,159.26
2012-01-17,101.02,310.32,29.19,1.2667,160.5
2012-01-18,102.14,310.64,29.65,1.2746,161.6
2012-01-19,102.68,309.52,29.74,1.2866,161.22
2012-01-20,103.06,302.24,31.22,1.2965,162.07
2012-01-23,102.79,307.12,31.39,1.2885,163.16
2012-01-24,102.68,304.8,31.08,1.3027,162.01
2012-01-25,103.54,306.8,32.37,1.3041,166.42
2012-01-26,103.0,306.96,32.43,1.3107,167.27
2012-01-27,102.96,306.4,32.96,1.3093,168.97
2012-01-30,102.61,304.08,32.53,1.3208,168.03
2012-01-31,102.57,302.56,32.28,1.314,169.31
2012-02-01,103.47,299.04,32.77,1.3077,169.56
2012-02-02,103.63,297.04,33.36,1.317,171.05
2012-02-03,105.08,300.72,32.69,1.3137,167.64
2012-02-06,105.01,298.64,32.68,1.3127,167.18
2012-02-07,105.28,303.6,33.26,1.3122,169.7
2012-02-08,105.59,304.32,33.04,1.3249,168.5
2012-02-09,105.72,306.64,32.9,1.3249,168.02
2012-02-10,104.94,304.16,32.51,1.3278,167.14
2012-02-13,105.72,309.52,32.75,1.3237,167.51
2012-02-14,105.59,310.72,32.54,1.3158,167.12
2012-02-15,105.1,313.44,32.45,1.3134,168.11
2012-02-16,106.26,314.24,32.57,1.3058,168.0
2012-02-17,106.54,318.0,32.28,1.3127,167.35
2012-02-21,106.59,324.64,33.38,1.3205,171.02
2012-02-22,106.25,324.72,33.44,1.3243,172.94
2012-02-23,106.71,330.96,34.4,1.3256,173.02
2012-02-24,106.95,336.08,34.37,1.3374,172.23
2012-02-27,107.13,329.44,34.36,1.3467,171.7
2012-02-28,107.44,326.32,35.83,1.3407,173.49
2012-02-29,107.02,327.36,33.55,1.3478,164.29
2012-03-01,107.57,334.0,34.44,1.3321,166.61
2012-03-02,107.25,326.16,33.76,1.3323,166.34
2012-03-05,106.81,327.76,33.03,1.3186,165.65
2012-03-06,105.25,321.04,32.01,1.3226,162.7
2012-03-07,105.98,324.88,32.41,1.3123,163.63
2012-03-08,107.03,326.56,32.85,1.314,165.28
2012-03-09,107.45,328.72,33.22,1.3275,166.38
2012-03-12,107.46,325.6,32.63,1.3125,165.07
2012-03-13,109.39,326.64,32.26,1.3168,162.3
2012-03-14,109.28,323.28,31.27,1.308,159.57
2012-03-15,109.91,322.24,31.53,1.3023,161.08
2012-03-16,110.06,328.24,31.59,1.3079,161.3
2012-03-19,110.49,330.32,31.98,1.3177,161.59
2012-03-20,110.17,323.44,31.15,1.3229,160.13
2012-03-21,109.99,325.28,31.21,1.3238,160.21
2012-03-22,109.2,321.12,30.54,1.3219,159.57
2012-03-23,109.55,325.52,31.24,1.3205,161.53
2012-03-26,111.09,326.16,31.94,1.3283,164.4
2012-03-27,110.74,325.68,31.59,1.336,163.24
2012-03-28,110.19,321.52,31.15,1.3329,161.51
2012-03-29,110.01,314.32,31.35,1.3326,161.28
2012-03-30,110.46,313.84,31.38,1.3314,162.12
2012-04-02,111.27,320.24,32.05,1.3358,162.94
2012-04-03,110.81,317.28,31.65,1.3333,159.89
2012-04-04,109.72,310.72,30.33,1.3225,157.21
2012-04-05,109.66,314.08,30.72,1.3144,158.31
2012-04-09,108.43,311.76,30.59,1.3079,159.37
2012-04-10,106.61,308.08,30.79,1.3111,161.1
2012-04-11,107.47,312.08,30.65,1.3074,161.07
2012-04-12,108.88,315.52,31.42,1.312,162.7
2012-04-13,107.58,313.2,30.55,1.3189,160.85
2012-04-16,107.51,313.44,30.56,1.3057,160.46
2012-04-17,109.1,317.12,30.8,1.3127,160.25
2012-04-18,108.74,312.4,30.64,1.3135,159.31
2012-04-19,108.04,311.68,30.8,1.312,159.43
2012-04-20,108.22,315.12,30.75,1.3146,159.54
2012-04-23,107.31,312.24,29.97,1.3205,159.07
2012-04-24,107.72,313.36,29.93,1.3152,159.3
2012-04-25,109.19,315.28,29.86,1.3198,159.62
2012-04-26,109.95,316.24,30.18,1.3233,161.03
2012-04-27,110.13,316.96,30.37,1.3191,161.38
2012-04-30,109.72,317.44,30.11,1.3242,161.88
2012-05-01,110.41,321.2,30.06,1.324,161.32
2012-05-02,110.08,319.12,29.78,1.324,160.59
2012-05-03,109.24,310.64,29.29,1.3148,158.97
2012-05-04,107.47,298.32,29.41,1.3156,159.47
2012-05-07,107.55,296.4,29.21,1.297,159.08
2012-05-08,107.12,294.96,28.65,1.3062,156.0
2012-05-09,106.48,292.16,28.38,1.2995,154.47
2012-05-10,106.7,292.88,28.25,1.2937,154.77
2012-05-11,106.38,290.08,28.08,1.2935,153.56
2012-05-14,105.21,284.88,27.42,1.29,151.33
2012-05-15,104.6,282.24,26.86,1.2832,149.74
2012-05-16,104.2,280.4,26.37,1.2736,149.46
2012-05-17,102.66,280.32,27.24,1.2731,152.8
2012-05-18,101.78,275.44,27.79,1.2698,154.55
2012-05-21,103.53,281.2,27.68,1.2773,154.65
2012-05-22,103.71,275.84,27.34,1.2811,152.08
2012-05-23,103.76,272.72,27.05,1.2665,151.62
2012-05-24,103.97,274.08,27.44,1.2561,151.41
2012-05-25,103.63,273.76,27.62,1.2536,152.68
2012-05-29,104.88,273.84,27.1,1.2525,151.02
2012-05-30,103.36,264.16,27.12,1.2478,151.91
2012-05-31,103.13,260.88,26.96,1.2375,151.62
2012-06-01,100.54,251.44,27.62,1.2362,157.5
2012-06-04,100.49,254.08,27.46,1.2402,157.32
2012-06-05,101.25,254.08,27.72,1.2509,157.14
2012-06-06,103.53,257.2,28.51,1.2463,157.21
2012-06-07,103.59,253.76,27.79,1.2574,154.5
2012-06-08,104.41,254.4,27.75,1.2571,154.73
2012-06-11,103.09,245.6,27.79,1.2645,155.36
2012-06-12,104.27,251.36,28.12,1.2478,156.46
2012-06-13,103.6,248.8,28.01,1.2505,157.12
2012-06-14,104.7,253.84,27.82,1.2574,157.75
2012-06-15,105.77,253.04,27.81,1.2628,157.84
2012-06-18,105.98,250.56,27.87,1.2705,157.93
2012-06-19,107.0,253.44,27.64,1.2598,157.16
2012-06-20,106.83,243.92,27.26,1.2681,155.97
2012-06-21,104.43,235.68,26.12,1.2681,152.02
2012-06-22,105.24,240.8,26.15,1.2552,152.64
2012-06-25,103.55,238.4,26.71,1.2538,153.76
2012-06-26,104.07,238.48,26.3,1.2505,152.62
2012-06-27,105.01,241.6,26.13,1.2488,152.83
2012-06-28,104.71,236.0,25.63,1.2473,151.05
2012-06-29,107.32,254.64,26.65,1.2441,155.19
2012-07-02,107.64,251.44,26.73,1.2655,155.09
2012-07-03,108.35,263.52,27.49,1.2582,157.46
2012-07-05,107.86,260.96,26.88,1.2516,155.68
2012-07-06,106.84,252.72,26.3,1.2392,153.71
2012-07-09,106.7,257.36,26.54,1.2271,154.04
2012-07-10,105.77,252.16,26.06,1.2318,152.15
2012-07-11,105.79,258.64,26.25,1.2256,152.99
2012-07-12,105.28,257.6,26.35,1.2247,152.59
2012-07-13,107.04,261.44,26.44,1.2193,154.14
2012-07-16,106.79,264.96,26.49,1.2249,154.21
2012-07-17,107.52,267.04,26.47,1.2268,153.47
2012-07-18,108.32,269.52,26.42,1.2296,153.05
2012-07-19,108.6,277.12,26.42,1.2277,153.38
2012-07-20,107.61,273.6,26.48,1.2277,153.67
2012-07-23,106.52,264.0,26.21,1.2127,153.03
2012-07-24,105.61,265.2,26.22,1.2124,153.52
2012-07-25,105.63,265.68,26.53,1.2062,155.67
2012-07-26,107.37,267.28,26.71,1.214,156.77
2012-07-27,109.35,269.36,26.96,1.228,157.54
2012-07-30,109.35,267.6,27.36,1.2305,157.43
2012-07-31,108.59,261.44,27.12,1.2259,156.49
2012-08-01,108.49,265.36,26.54,1.2294,155.14
2012-08-02,107.75,260.8,26.31,1.2241,154.13
2012-08-03,109.88,272.56,26.96,1.218,155.55
2012-08-06,110.1,275.36,27.11,1.2429,156.3
2012-08-07,110.65,279.28,27.27,1.239,156.28
2012-08-08,110.78,278.96,27.21,1.2387,156.48
2012-08-09,110.88,279.44,27.29,1.2373,156.99
2012-08-10,111.06,278.8,27.26,1.2294,157.18
2012-08-13,111.0,277.28,26.92,1.2277,155.99
2012-08-14,111.02,279.36,26.96,1.2327,155.13
2012-08-15,111.14,281.52,26.97,1.2326,155.63
2012-08-16,111.96,284.48,27.37,1.229,156.56
2012-08-17,112.11,287.6,27.23,1.2358,156.72
2012-08-20,112.12,286.64,27.95,1.2333,157.26
2012-08-21,111.78,287.84,28.37,1.2353,158.83
2012-08-22,111.83,289.76,28.92,1.2477,160.54
2012-08-23,110.92,286.08,29.6,1.2534,161.89
2012-08-24,111.59,285.44,29.74,1.2561,161.97
2012-08-27,111.61,284.88,29.74,1.2504,161.36
2012-08-28,111.5,286.32,29.93,1.2502,161.64
2012-08-29,111.59,283.04,29.75,1.2572,160.59
2012-08-30,110.78,282.08,29.44,1.2531,160.52
2012-08-31,111.31,287.12,30.79,1.2511,164.22
2012-09-04,111.21,284.08,31.36,1.2587,164.48
2012-09-05,111.11,284.56,31.27,1.2534,164.31
2012-09-06,113.37,281.84,31.67,1.2602,164.89
2012-09-07,113.81,287.04,32.64,1.2633,168.44
2012-09-10,113.16,286.8,32.29,1.2796,167.29
2012-09-11,113.48,288.88,32.41,1.2762,167.9
2012-09-12,113.86,288.32,32.21,1.2852,167.92
2012-09-13,115.59,292.08,33.61,1.2903,171.31
2012-09-14,116.1,294.72,33.6,1.2994,171.8
2012-09-17,115.71,286.0,32.99,1.3116,170.4
2012-09-18,115.61,284.56,33.71,1.311,171.72
2012-09-19,115.68,272.96,33.57,1.3046,171.74
2012-09-20,115.69,276.08,33.58,1.3058,171.47
2012-09-21,115.64,275.92,33.48,1.2974,171.96
2012-09-24,115.46,272.72,32.93,1.2968,171.05
2012-09-25,114.23,270.0,32.68,1.2942,170.77
2012-09-26,113.59,266.72,32.87,1.29,169.81
2012-09-27,114.66,273.2,33.58,1.2882,172.34
2012-09-28,114.13,272.96,33.48,1.2913,171.89
2012-10-01,114.43,274.0,33.65,1.2809,172.29
2012-10-02,114.55,272.16,33.5,1.2888,172.1
2012-10-03,115.02,260.88,33.51,1.2917,172.41
2012-10-04,115.84,271.52,33.93,1.2923,173.61
2012-10-05,115.85,266.8,33.45,1.3017,172.62
2012-10-08,115.46,265.76,32.97,1.3016,172.05
2012-10-09,114.31,273.44,32.83,1.2977,170.99
2012-10-10,113.58,270.72,32.95,1.2858,170.84
2012-10-11,113.65,274.32,32.9,1.2858,171.32
2012-10-12,113.28,272.0,32.45,1.2933,170.06
2012-10-15,114.22,272.0,31.66,1.2943,168.35
2012-10-16,115.38,273.04,31.93,1.2968,169.42
2012-10-17,115.9,272.8,32.12,1.3108,169.54
2012-10-18,115.6,272.56,31.73,1.3116,168.79
2012-10-19,113.67,266.72,31.1,1.3069,166.97
2012-10-22,113.69,263.2,31.39,1.3023,167.58
2012-10-23,112.11,255.76,30.68,1.307,165.43
2012-10-24,111.79,253.04,30.71,1.2974,164.86
2012-10-25,112.12,254.24,31.12,1.2965,166.02
2012-10-26,112.05,254.32,31.08,1.2938,165.93
2012-10-31,112.05,254.24,31.27,1.2963,166.83
2012-11-01,113.23,256.48,31.22,1.2965,166.07
2012-11-02,112.22,250.8,29.95,1.2948,162.6
2012-11-05,112.45,252.88,30.17,1.2828,163.23
2012-11-06,113.33,260.48,31.01,1.2802,166.3
2012-11-07,110.76,249.68,30.83,1.2808,166.49
2012-11-08,109.43,250.4,31.38,1.276,167.99
2012-11-09,109.53,253.84,31.54,1.2745,167.82
2012-11-12,109.61,252.72,31.37,1.2724,167.45
2012-11-13,109.23,251.28,31.4,1.271,167.1
2012-11-14,107.76,254.16,31.64,1.271,167.14
2012-11-15,107.58,251.92,31.53,1.2732,166.09
2012-11-16,108.11,255.44,31.21,1.2784,165.88
2012-11-19,110.29,261.36,32.05,1.2759,167.87
2012-11-20,110.34,255.6,32.11,1.2769,167.39
2012-11-21,110.55,256.96,32.29,1.2814,167.56
2012-11-23,112.05,258.56,32.98,1.2875,169.61
2012-11-26,111.82,257.52,33.02,1.2966,169.43
2012-11-27,111.25,255.84,32.93,1.2987,168.71
2012-11-28,112.14,254.32,32.62,1.2938,166.55
2012-11-29,112.66,257.36,33.13,1.2953,167.18
2012-11-30,112.69,260.48,32.36,1.2974,166.05
2012-12-03,112.13,260.8,32.52,1.2997,166.13
2012-12-05,112.17,257.76,31.82,1.3099,164.12
2012-12-06,112.55,253.28,31.93,1.307,164.5
2012-12-07,112.89,252.24,32.03,1.2963,165.16
2012-12-10,112.94,251.12,32.14,1.2906,165.8
2012-12-11,113.71,251.76,31.91,1.2938,165.65
2012-12-12,113.77,254.24,32.37,1.3013,165.77
2012-12-13,113.07,252.64,31.53,1.3067,164.37
2012-12-14,112.65,254.48,31.17,1.3079,164.13
2012-12-17,113.97,256.08,31.2,1.3166,164.44
2012-12-18,115.24,257.44,30.65,1.3165,162.08
2012-12-19,114.38,261.36,30.11,1.3231,161.69
2012-12-20,115.04,261.84,29.0,1.3215,159.73
2012-12-21,114.0,258.88,29.0,1.3238,160.33
2012-12-24,113.65,257.92,28.94,1.3182,160.62
2012-12-26,113.17,265.2,29.01,1.318,160.78
2012-12-27,113.02,265.52,29.24,1.3226,161.16
2012-12-28,111.8,264.32,29.1,1.325,160.54
2012-12-31,113.7,266.96,29.37,1.3228,162.02
2013-01-02,116.61,270.56,29.92,1.3198,163.17
2013-01-03,116.35,269.92,29.18,1.3182,161.2
2013-01-04,116.86,271.04,29.24,1.3033,160.44
2013-01-07,116.54,271.36,29.18,1.3067,159.43
2013-01-08,116.2,271.68,29.38,1.3125,160.56
2013-01-09,116.5,271.04,29.35,1.3082,160.49
2013-01-10,117.42,273.36,29.78,1.3055,161.98
2013-01-11,117.42,272.48,29.48,1.3273,161.06
2013-01-14,117.34,274.24,30.04,1.3362,161.54
2013-01-15,117.42,271.92,30.36,1.3378,162.56
2013-01-16,117.4,274.24,30.45,1.3308,162.65
2013-01-17,118.16,277.36,30.67,1.3291,163.35
2013-01-18,118.42,278.16,30.81,1.3373,163.09
2013-01-22,119.06,280.08,31.12,1.3312,163.67
2013-01-23,119.25,276.88,31.19,1.3314,163.21
2013-01-24,119.28,278.08,30.65,1.3308,161.42
2013-01-25,119.95,278.24,30.21,1.3369,160.65
2013-01-28,119.81,279.52,29.85,1.3466,160.29
2013-01-29,120.28,282.32,30.32,1.3446,160.99
2013-01-30,119.81,283.92,30.92,1.3492,162.19
2013-01-31,119.52,282.24,30.44,1.3568,161.2
2013-02-01,120.74,282.8,30.78,1.3611,161.45
2013-02-04,119.39,278.24,30.69,1.3649,162.0
2013-02-05,120.59,280.24,30.76,1.3512,161.96
2013-02-06,120.68,280.32,30.81,1.3581,162.39
2013-02-07,120.52,277.44,30.46,1.3524,161.84
2013-02-08,121.19,277.6,30.43,1.3389,161.57
2013-02-11,121.17,280.96,30.0,1.3368,159.7
2013-02-12,121.37,282.24,30.09,1.3404,159.89
2013-02-13,121.47,281.52,29.77,1.3452,159.05
2013-02-14,121.58,282.16,29.46,1.3444,158.35
2013-02-15,121.44,277.76,28.83,1.3353,155.76
2013-02-19,122.35,279.68,28.45,1.3347,155.33
2013-02-20,120.82,273.36,27.59,1.3396,151.44
2013-02-21,120.09,267.44,27.73,1.3273,152.62
2013-02-22,121.26,268.8,27.83,1.3194,152.97
2013-02-25,118.96,265.68,28.07,1.3196,154.34
2013-02-26,119.77,266.64,28.41,1.3065,156.22
2013-02-27,121.28,267.2,28.01,1.3066,154.57
2013-02-28,121.04,264.48,27.54,1.3151,153.0
2013-03-01,121.44,261.92,27.62,1.306,152.44
2013-03-04,122.09,259.2,27.6,1.3017,152.3
2013-03-05,123.18,261.52,27.75,1.3036,152.38
2013-03-06,123.35,260.32,28.1,1.3049,153.23
2013-03-07,123.57,263.52,27.91,1.2979,152.69
2013-03-08,124.1,264.4,28.01,1.3111,152.71
2013-03-11,124.57,264.32,28.02,1.2988,152.99
2013-03-12,124.29,266.08,28.2,1.3033,154.19
2013-03-13,124.47,265.52,27.94,1.3029,153.66
2013-03-14,125.13,267.36,27.8,1.2958,153.68
2013-03-15,124.96,268.8,27.8,1.3012,154.0
2013-03-18,124.27,269.2,27.95,1.2893,155.38
2013-03-19,123.98,264.56,27.93,1.2945,156.08
2013-03-20,124.85,267.6,27.81,1.2864,155.37
2013-03-21,123.78,264.4,28.18,1.2942,156.25
2013-03-22,124.78,268.88,27.75,1.2905,155.55
2013-03-25,124.26,270.8,27.84,1.3024,155.24
2013-03-26,125.25,275.6,27.75,1.2858,154.72
2013-03-27,125.25,276.4,27.73,1.286,155.36
2013-03-28,125.64,278.0,27.42,1.2778,154.45
2013-04-01,125.14,277.44,27.09,1.2806,154.67
2013-04-02,125.76,277.2,26.35,1.285,152.43
2013-04-03,124.48,270.08,26.09,1.2821,150.73
2013-04-04,124.99,267.12,25.99,1.285,150.29
2013-04-05,124.43,266.24,26.39,1.2928,152.81
2013-04-08,125.27,267.92,26.32,1.2992,152.16
2013-04-09,125.7,269.12,27.03,1.3029,153.34
2013-04-10,127.24,270.64,26.68,1.308,150.75
2013-04-11,127.66,267.68,26.7,1.3055,151.05
2013-04-12,127.34,260.24,25.28,1.3115,143.95
2013-04-15,124.39,251.92,22.09,1.3099,131.31
2013-04-16,126.23,254.08,22.67,1.3055,132.8
2013-04-17,124.39,248.08,22.44,1.3179,132.87
2013-04-18,123.61,253.12,22.4,1.3035,134.3
2013-04-19,124.68,251.12,22.4,1.3053,135.47
2013-04-22,125.24,254.56,22.62,1.3056,137.9
2013-04-23,126.53,254.88,22.18,1.3062,136.88
2013-04-24,126.61,261.28,22.42,1.2994,138.37
2013-04-25,127.12,266.0,23.49,1.3017,141.63
2013-04-26,126.9,264.96,23.1,1.3007,140.91
2013-04-29,127.75,268.88,23.54,1.3043,142.3
2013-04-30,128.05,265.28,23.46,1.3096,142.77
2013-05-01,126.93,259.12,22.86,1.3168,141.11
2013-05-02,128.11,267.92,23.02,1.3182,141.92
2013-05-03,129.41,272.08,23.29,1.3065,142.09
2013-05-06,129.73,273.12,23.18,1.3123,142.15
2013-05-07,130.39,272.08,23.1,1.307,140.38
2013-05-08,130.99,275.2,23.12,1.3077,142.46
2013-05-09,130.62,273.36,22.89,1.3161,140.81
2013-05-10,131.04,273.12,22.98,1.3034,139.6
2013-05-13,131.15,270.88,22.83,1.2965,138.43
2013-05-14,132.5,268.48,22.57,1.2988,137.81
2013-05-15,133.21,268.88,21.76,1.2937,134.63
2013-05-16,132.59,270.96,21.95,1.2882,134.09
2013-05-17,133.87,273.68,21.4,1.2883,131.07
2013-05-20,133.86,275.52,22.28,1.2836,135.12
2013-05-21,134.06,272.88,21.62,1.2891,132.88
2013-05-22,133.06,267.68,21.51,1.2919,131.94
2013-05-23,132.68,268.32,21.88,1.2842,134.61
2013-05-24,132.56,266.96,21.61,1.2925,133.76
2013-05-28,133.36,270.32,21.53,1.2934,133.49
2013-05-29,132.49,264.8,21.71,1.2846,134.83
2013-05-30,132.98,266.0,21.98,1.2948,136.7
2013-05-31,131.07,260.88,21.44,1.3044,133.92
2013-06-03,131.8,265.28,21.98,1.2996,136.51
2013-06-04,131.16,265.6,21.77,1.3073,135.23
2013-06-05,129.33,266.08,21.78,1.3073,135.52
2013-06-06,130.5,268.96,21.93,1.3093,136.53
2013-06-07,132.16,273.28,20.86,1.3246,133.28
2013-06-10,132.16,272.0,21.16,1.3224,133.94
2013-06-11,130.79,270.32,20.91,1.3224,133.25
2013-06-12,129.71,272.24,21.02,1.3224,134.25
2013-06-13,131.68,274.64,21.04,1.334,133.74
2013-06-14,130.86,277.92,21.33,1.3368,134.43
2013-06-17,131.87,278.08,21.1,1.3349,133.77
2013-06-18,132.91,279.68,20.88,1.3363,132.13
2013-06-19,131.07,278.24,20.6,1.339,130.59
2013-06-20,127.83,269.04,18.97,1.3292,123.6
2013-06-21,128.24,265.84,19.39,1.3236,125.05
2013-06-24,126.62,269.12,18.97,1.3105,123.93
2013-06-25,127.83,269.92,18.91,1.3132,123.47
2013-06-26,129.1,270.4,17.89,1.308,118.28
2013-06-27,129.86,274.64,17.89,1.3013,115.94
2013-06-28,129.32,273.44,18.97,1.3036,119.11
2013-07-01,130.08,277.36,18.93,1.3014,121.13
2013-07-02,129.96,281.68,18.68,1.3068,120.05
2013-07-03,130.02,286.72,19.02,1.2979,120.74
2013-07-05,131.42,292.48,18.21,1.2908,118.09
2013-07-08,132.17,291.28,18.42,1.2829,119.51
2013-07-09,133.12,294.16,18.57,1.2871,120.62
2013-07-10,133.17,299.44,18.48,1.2782,120.95
2013-07-11,134.98,296.08,19.49,1.3188,124.24
2013-07-12,135.04,300.48,19.21,1.3098,124.13
2013-07-15,135.56,301.36,19.28,1.306,124.18
2013-07-16,135.05,299.84,19.33,1.3059,124.89
2013-07-17,135.39,302.4,18.66,1.3151,123.32
2013-07-18,136.14,306.72,18.72,1.3117,124.01
2013-07-19,136.38,307.6,18.88,1.3111,125.11
2013-07-22,136.64,303.36,19.77,1.316,128.84
2013-07-23,136.35,304.72,19.77,1.319,129.71
2013-07-24,135.85,299.2,19.47,1.3223,127.48
2013-07-25,136.18,300.64,19.5,1.3191,128.67
2013-07-26,136.33,297.68,19.32,1.3274,128.78
2013-07-29,135.91,297.04,19.14,1.3287,128.47
2013-07-30,135.91,293.36,19.03,1.3264,128.12
2013-07-31,136.01,298.88,19.14,1.3265,127.96
2013-08-01,137.58,306.16,18.97,1.3301,126.61
2013-08-02,137.81,303.52,19.12,1.3212,126.36
2013-08-05,137.61,302.64,19.01,1.3279,125.7
2013-08-06,136.83,299.68,18.83,1.3258,123.97
2013-08-07,136.39,296.08,18.83,1.3308,124.15
2013-08-08,136.89,294.72,19.6,1.3341,126.86
2013-08-09,136.49,300.72,19.76,1.338,126.86
2013-08-12,136.33,302.08,20.62,1.3339,129.13
2013-08-13,136.73,303.2,20.71,1.3293,127.74
2013-08-14,136.03,304.72,21.09,1.3266,129.0
2013-08-15,134.13,305.92,22.15,1.3264,131.69
2013-08-16,133.69,307.2,22.34,1.3354,132.58
2013-08-19,132.83,305.36,22.34,1.3329,132.01
2013-08-20,133.48,300.16,22.19,1.3334,132.45
2013-08-21,132.66,297.36,22.14,1.3421,132.07
2013-08-22,133.87,300.32,22.27,1.3343,132.81
2013-08-23,134.32,303.6,23.15,1.3355,134.9
2013-08-26,133.82,303.68,23.46,1.3387,135.45
2013-08-27,131.67,310.96,23.59,1.3379,136.75
2013-08-28,132.14,312.64,23.43,1.3392,136.71
2013-08-29,132.35,308.64,23.0,1.3335,135.87
2013-08-30,131.93,307.84,22.6,1.3236,134.62
2013-09-03,132.52,310.08,23.39,1.319,136.42
2013-09-04,133.62,306.72,22.69,1.3174,134.66
2013-09-05,133.79,309.52,22.38,1.3201,132.2
2013-09-06,133.85,314.88,22.97,1.3118,134.15
2013-09-09,135.14,311.52,22.84,1.3174,133.91
2013-09-10,136.14,306.72,22.13,1.3258,131.74
2013-09-11,136.56,307.84,22.29,1.3266,131.7
2013-09-12,136.2,310.96,21.06,1.3316,127.67
2013-09-13,136.51,310.8,21.42,1.3299,127.82
2013-09-16,137.3,304.88,20.94,1.3359,126.45
2013-09-17,137.91,301.92,20.96,1.3338,126.5
2013-09-18,139.51,309.44,22.31,1.3358,132.01
2013-09-19,139.27,304.64,22.2,1.3523,131.75
2013-09-20,138.3,302.16,21.0,1.3534,127.96
2013-09-23,137.66,298.16,20.78,1.3535,127.55
2013-09-24,137.33,297.76,20.89,1.3499,127.66
2013-09-25,136.94,295.04,20.98,1.3472,128.79
2013-09-26,137.46,296.64,20.92,1.3517,127.79
2013-09-27,136.83,295.68,20.96,1.3486,128.97
2013-09-30,136.1,294.8,20.9,1.3495,128.18
2013-10-01,137.18,293.44,20.41,1.3525,124.59
2013-10-02,137.05,299.36,20.92,1.3523,127.06
2013-10-03,135.79,297.12,20.92,1.3591,127.18
2013-10-04,136.82,298.48,20.93,1.3624,126.53
2013-10-07,135.63,297.12,21.53,1.357,127.64
2013-10-09,134.15,292.4,21.05,1.3598,126.11
2013-10-10,137.04,296.8,20.83,1.352,124.27
2013-10-11,137.93,294.0,20.52,1.3527,122.6
2013-10-14,138.48,294.96,20.5,1.3557,122.83
2013-10-15,137.47,291.76,20.56,1.3559,123.73
2013-10-16,139.39,295.36,20.5,1.3522,123.54
2013-10-17,140.32,291.04,21.05,1.3522,127.42
2013-10-18,141.27,291.6,21.11,1.3667,126.85
2013-10-21,141.28,287.52,21.41,1.3682,126.98
2013-10-22,142.1,283.28,21.87,1.3676,129.34
2013-10-23,141.42,279.6,21.75,1.3778,128.69
2013-10-24,141.89,279.92,21.87,1.3781,129.9
2013-10-25,142.54,282.56,21.71,1.3804,130.46
2013-10-28,142.76,284.4,21.68,1.3805,130.56
2013-10-29,143.52,283.28,21.69,1.3789,129.77
2013-10-30,142.81,278.8,21.88,1.3743,129.6
2013-10-31,142.41,277.52,21.1,1.3724,127.74
2013-11-01,142.75,273.04,21.08,1.358,126.95
2013-11-04,143.25,272.32,20.85,1.3494,126.81
2013-11-05,142.79,269.36,20.9,1.3517,126.56
2013-11-06,143.52,273.52,21.0,1.3473,127.2
2013-11-07,141.71,271.76,20.83,1.3518,126.16
2013-11-08,143.62,272.08,20.69,1.3409,124.28
2013-11-11,143.65,274.08,20.6,1.3348,123.87
2013-11-12,143.35,269.12,20.0,1.3409,122.45
2013-11-13,144.5,271.2,19.78,1.344,122.85
2013-11-14,145.22,271.44,20.05,1.349,124.27
2013-11-15,145.86,271.04,20.0,1.3449,124.32
2013-11-18,145.35,268.96,19.67,1.3484,122.9
2013-11-19,145.03,269.76,19.61,1.3504,122.95
2013-11-20,144.58,269.04,19.14,1.3567,120.12
2013-11-21,145.74,273.36,19.24,1.3434,119.94
2013-11-22,146.47,272.32,19.13,1.3472,119.92
2013-11-25,146.33,270.56,19.27,1.3552,120.46
2013-11-26,146.37,269.52,19.13,1.3528,119.82
2013-11-27,146.72,265.52,18.96,1.3568,119.46
2013-11-29,146.63,267.68,19.24,1.3604,120.7
2013-12-02,146.25,269.44,18.46,1.3585,117.58
2013-12-03,145.61,276.08,18.42,1.3542,117.96
2013-12-04,145.6,279.04,19.0,1.3591,119.96
2013-12-05,144.96,279.44,18.69,1.3586,118.3
2013-12-06,146.58,280.4,18.76,1.367,118.55
2013-12-09,146.95,279.28,19.12,1.3707,119.72
2013-12-10,146.42,282.48,19.66,1.374,121.82
2013-12-11,144.78,279.84,19.55,1.3764,120.86
2013-12-12,144.3,279.76,18.81,1.3786,118.29
2013-12-13,144.29,277.12,18.95,1.3751,119.38
2013-12-16,145.18,279.52,19.22,1.3739,119.69
2013-12-17,144.72,278.96,19.14,1.3763,118.65
2013-12-18,147.19,280.24,19.09,1.3771,117.61
