Date,SPX,USO,SLV,EUR/USD,GLD
2013-12-19,147.02,282.56,18.49,1.3685,114.82
2013-12-20,147.88,283.84,18.62,1.3656,115.94
2013-12-23,148.67,282.88,18.72,1.3678,115.57
2013-12-24,148.99,283.92,18.76,1.37,116.1
2013-12-26,149.75,285.2,19.02,1.3668,116.74
2013-12-27,149.74,286.72,19.27,1.3696,117.12
2013-12-30,149.72,284.24,18.85,1.375,115.39
2013-12-31,150.43,282.56,18.71,1.381,116.12
2014-01-02,148.99,273.84,19.23,1.3767,118.0
2014-01-03,148.96,270.0,19.42,1.3667,119.29
2014-01-06,148.53,268.56,19.42,1.3596,119.5
2014-01-07,149.44,268.64,19.13,1.3632,118.82
2014-01-08,149.47,265.28,18.83,1.3616,118.12
2014-01-09,149.57,264.64,18.84,1.3572,118.46
2014-01-10,149.98,265.52,19.38,1.3607,120.26
2014-01-13,147.98,262.48,19.68,1.3672,121.02
2014-01-14,149.6,264.32,19.42,1.367,119.89
2014-01-15,150.4,270.16,19.4,1.3668,119.66
2014-01-16,150.21,269.2,19.35,1.3599,119.79
2014-01-17,149.57,269.52,19.51,1.3618,120.93
2014-01-21,150.01,271.92,19.17,1.3549,119.7
2014-01-22,150.11,276.48,19.03,1.3559,119.19
2014-01-23,148.88,277.76,19.26,1.3542,121.79
2014-01-24,145.7,276.64,19.16,1.3689,122.29
2014-01-27,144.99,273.84,18.89,1.3688,120.96
2014-01-28,145.85,277.52,18.85,1.3675,120.95
2014-01-29,144.45,277.84,19.02,1.3655,122.47
2014-01-30,145.98,279.6,18.49,1.3659,119.77
2014-01-31,145.13,278.4,18.45,1.3559,120.09
2014-02-03,141.86,276.16,18.61,1.3488,121.32
2014-02-04,142.85,277.92,18.75,1.3525,120.99
2014-02-05,142.67,277.68,19.07,1.3516,121.29
2014-02-06,144.56,279.2,19.17,1.3535,121.24
2014-02-07,146.35,285.12,19.27,1.3592,122.17
2014-02-10,146.62,285.04,19.29,1.3619,122.92
2014-02-11,148.22,285.12,19.45,1.3646,124.36
2014-02-12,148.29,286.4,19.43,1.3639,124.43
2014-02-13,149.06,286.96,19.74,1.359,125.49
2014-02-14,149.88,287.28,20.65,1.3679,127.15
2014-02-18,150.06,293.28,21.13,1.3704,127.4
2014-02-19,149.07,295.2,20.63,1.3762,126.27
2014-02-20,149.95,295.04,21.0,1.373,127.6
2014-02-21,149.78,293.52,20.97,1.3721,127.58
2014-02-24,150.61,294.32,21.18,1.3738,128.99
2014-02-25,150.55,292.72,21.02,1.3736,129.21
2014-02-26,150.56,294.0,20.42,1.3746,128.11
2014-02-27,151.35,293.52,20.46,1.3682,128.2
2014-02-28,151.73,293.92,20.35,1.3707,127.62
2014-03-03,150.66,300.16,20.62,1.3777,130.29
2014-03-04,152.78,296.48,20.37,1.3737,128.68
2014-03-05,152.92,289.92,20.36,1.3741,128.89
2014-03-06,153.27,292.56,20.66,1.3734,130.17
2014-03-07,153.34,294.24,20.08,1.3863,129.09
2014-03-10,153.25,290.4,20.01,1.3879,129.13
2014-03-11,152.5,286.48,20.04,1.3879,129.86
2014-03-12,152.54,282.8,20.47,1.3858,131.76
2014-03-13,150.83,282.72,20.36,1.3905,132.21
2014-03-14,150.4,284.24,20.62,1.3865,133.1
2014-03-17,151.76,281.2,20.33,1.3913,131.64
2014-03-18,152.85,284.64,20.01,1.3927,130.62
2014-03-19,152.03,285.68,19.79,1.3931,128.09
2014-03-20,152.92,284.64,19.52,1.3819,127.86
2014-03-21,152.33,286.72,19.52,1.3782,128.47
2014-03-24,151.7,286.56,19.21,1.3796,126.18
2014-03-25,152.42,286.16,19.22,1.3839,126.41
2014-03-26,151.32,288.72,19.02,1.3819,125.41
2014-03-27,151.0,292.0,19.0,1.3782,124.59
2014-03-28,151.75,292.96,19.06,1.3741,124.56
2014-03-31,152.99,292.72,19.04,1.3752,123.61
2014-04-01,154.0,286.64,19.06,1.3775,123.39
2014-04-02,154.52,286.4,19.19,1.3795,124.32
2014-04-03,154.31,289.12,19.06,1.3768,123.92
2014-04-04,152.49,291.44,19.16,1.3724,125.57
2014-04-07,150.81,290.24,19.13,1.3704,124.91
2014-04-08,151.43,295.2,19.23,1.3743,126.09
2014-04-09,153.06,297.76,19.11,1.3793,126.32
2014-04-10,149.84,297.6,19.27,1.3855,127.01
2014-04-11,148.49,297.44,19.19,1.3886,126.93
2014-04-14,149.66,299.04,19.21,1.3846,127.85
2014-04-15,150.69,299.12,18.88,1.3817,125.49
2014-04-16,152.27,299.84,18.88,1.3812,125.54
2014-04-17,152.48,301.28,18.88,1.3827,124.75
2014-04-21,153.01,301.12,18.67,1.3815,124.24
2014-04-22,153.71,296.0,18.71,1.3795,123.78
2014-04-23,153.35,295.28,18.69,1.381,123.76
2014-04-24,153.66,296.4,18.92,1.3819,124.56
2014-04-25,152.4,292.8,18.94,1.3832,125.43
2014-04-28,152.88,293.68,18.85,1.3841,124.88
2014-04-29,153.59,293.76,18.76,1.3853,124.86
2014-04-30,154.05,290.56,18.46,1.3814,124.22
2014-05-01,154.07,289.28,18.35,1.3869,123.8
2014-05-02,153.85,290.32,18.69,1.3871,125.06
2014-05-05,154.14,289.12,18.84,1.3873,126.22
2014-05-06,152.8,289.52,18.8,1.3876,125.98
2014-05-07,153.7,292.8,18.57,1.3931,124.17
2014-05-08,153.54,291.92,18.44,1.3912,124.17
2014-05-09,153.77,291.2,18.42,1.3844,124.1
2014-05-12,155.26,292.72,18.78,1.3761,124.94
2014-05-13,155.4,296.32,18.77,1.3757,124.6
2014-05-14,154.67,297.44,19.0,1.371,125.81
2014-05-15,153.31,296.32,18.74,1.372,124.77
2014-05-16,153.84,297.84,18.61,1.3716,124.5
2014-05-19,154.4,299.04,18.63,1.3703,124.58
2014-05-20,153.43,300.16,18.65,1.3714,124.69
2014-05-21,154.72,303.84,18.64,1.3704,124.39
2014-05-22,155.1,304.08,18.73,1.3682,124.67
2014-05-23,155.72,305.44,18.66,1.3654,124.51
2014-05-27,156.68,305.12,18.36,1.3651,121.85
2014-05-28,156.56,301.44,18.28,1.3637,121.2
2014-05-29,157.37,303.28,18.3,1.3593,120.94
2014-05-30,157.63,301.44,18.08,1.3605,120.43
2014-06-02,157.81,300.24,18.02,1.3628,119.7
2014-06-03,157.73,301.12,18.1,1.3599,120.01
2014-06-04,158.05,300.08,18.06,1.3621,119.76
2014-06-05,159.08,300.4,18.26,1.3604,120.66
2014-06-06,159.84,300.88,18.28,1.3662,120.61
2014-06-09,160.0,305.44,18.32,1.3643,120.65
2014-06-10,160.02,306.24,18.46,1.3593,121.39
2014-06-11,159.46,306.0,18.46,1.3541,121.41
2014-06-12,158.33,312.64,18.76,1.3537,122.64
2014-06-13,158.81,312.96,18.92,1.3555,122.96
2014-06-16,158.95,313.36,18.85,1.3538,122.42
2014-06-17,159.39,311.92,18.94,1.3577,122.28
2014-06-18,160.56,312.08,19.05,1.3548,122.67
2014-06-19,160.74,313.04,19.92,1.3591,126.94
2014-06-20,161.06,314.56,20.03,1.3611,126.5
2014-06-23,161.01,313.28,20.05,1.3593,126.85
2014-06-24,160.04,312.72,20.08,1.3602,126.98
2014-06-25,160.77,314.32,20.19,1.3606,126.99
2014-06-26,160.65,311.76,20.24,1.3629,126.73
2014-06-27,160.96,311.84,20.17,1.3613,126.66
2014-06-30,160.88,311.04,20.25,1.3644,128.04
2014-07-01,161.96,310.88,20.21,1.3694,127.7
2014-07-02,162.12,307.2,20.3,1.3681,127.7
2014-07-03,162.92,306.0,20.29,1.3653,127.16
2014-07-07,162.35,305.36,20.17,1.3588,127.02
2014-07-08,161.31,305.44,20.21,1.3606,127.07
2014-07-09,162.03,301.52,20.27,1.3617,127.84
2014-07-10,161.39,303.2,20.52,1.3643,128.54
2014-07-11,161.61,297.28,20.57,1.3605,128.78
2014-07-14,162.43,298.56,20.1,1.3604,125.72
2014-07-15,162.12,295.04,19.88,1.3622,124.53
2014-07-16,162.72,298.48,19.91,1.3572,124.97
2014-07-17,160.87,302.64,20.29,1.353,127.09
2014-07-18,162.52,301.76,20.02,1.3519,126.13
2014-07-21,162.21,304.8,20.1,1.3532,126.34
2014-07-22,162.92,303.6,20.1,1.3527,125.74
2014-07-23,163.28,305.28,20.08,1.3468,125.62
2014-07-24,163.29,302.56,19.58,1.3463,124.35
2014-07-25,162.53,302.16,19.87,1.3465,125.79
2014-07-28,162.59,301.12,19.81,1.3429,125.58
2014-07-29,161.89,299.12,19.78,1.3439,125.2
2014-07-30,161.92,295.36,19.78,1.3411,124.83
2014-07-31,158.72,290.56,19.58,1.3396,123.39
2014-08-01,158.24,289.52,19.52,1.339,124.38
2014-08-04,159.38,291.84,19.4,1.3429,123.99
2014-08-05,157.83,289.28,19.05,1.3422,123.87
2014-08-06,157.88,287.6,19.23,1.3372,125.67
2014-08-07,157.03,289.28,19.17,1.3383,126.18
2014-08-08,158.84,288.96,19.19,1.3358,126.19
2014-08-11,159.3,289.76,19.23,1.3405,125.96
2014-08-12,159.08,287.92,19.17,1.3385,125.99
2014-08-13,160.16,288.16,19.04,1.3366,126.2
2014-08-14,160.92,280.88,19.1,1.3368,126.31
2014-08-15,160.88,283.52,18.86,1.3364,125.48
2014-08-18,162.23,280.48,18.87,1.339,124.96
2014-08-19,163.08,277.68,18.7,1.3361,124.68
2014-08-20,163.51,278.88,18.72,1.3322,124.22
2014-08-21,163.99,280.72,18.69,1.326,122.88
2014-08-22,163.73,279.68,18.69,1.3279,123.19
2014-08-25,164.56,278.96,18.6,1.3199,122.74
2014-08-26,164.67,280.32,18.63,1.3189,123.35
2014-08-27,164.61,280.24,18.66,1.317,123.32
2014-08-28,164.52,282.56,18.74,1.3191,124.0
2014-08-29,164.98,286.08,18.71,1.3185,123.86
2014-09-02,164.9,278.32,18.41,1.3132,121.65
2014-09-03,164.81,284.4,18.43,1.3132,122.15
2014-09-04,164.57,282.4,18.32,1.3151,121.48
2014-09-05,165.31,279.2,18.42,1.2933,122.06
2014-09-08,164.89,277.6,18.26,1.2953,120.73
2014-09-09,163.84,276.96,18.31,1.2891,120.87
2014-09-10,164.46,274.08,18.24,1.2942,120.26
2014-09-11,164.65,277.52,17.96,1.2917,119.47
2014-09-12,163.69,275.04,17.89,1.2924,118.38
2014-09-15,163.56,276.48,17.92,1.296,118.64
2014-09-16,164.8,282.0,17.95,1.294,118.83
2014-09-17,165.02,280.08,17.77,1.2959,117.54
2014-09-18,165.9,276.96,17.77,1.285,117.78
2014-09-19,165.75,276.56,17.19,1.292,117.09
2014-09-22,164.47,273.52,17.08,1.2841,116.85
2014-09-23,163.53,275.52,17.07,1.2851,117.6
2014-09-24,164.81,280.0,16.99,1.2854,117.05
2014-09-25,162.15,278.64,16.83,1.2778,117.39
2014-09-26,163.43,281.28,16.9,1.2757,117.06
2014-09-29,163.14,284.16,16.78,1.2673,117.03
2014-09-30,162.71,275.28,16.35,1.2691,116.21
2014-10-01,160.5,273.2,16.48,1.2628,116.77
2014-10-02,160.53,274.96,16.41,1.2624,116.74
2014-10-03,162.29,270.16,16.12,1.2671,114.61
2014-10-06,162.11,272.32,16.6,1.2514,116.03
2014-10-07,159.6,267.52,16.48,1.2646,116.36
2014-10-08,162.39,264.0,16.68,1.2668,117.47
2014-10-09,159.17,256.88,16.62,1.2743,117.64
2014-10-10,157.36,257.44,16.64,1.2689,117.59
2014-10-13,154.77,255.92,16.73,1.264,118.52
2014-10-14,155.01,246.8,16.68,1.2724,118.59
2014-10-15,153.96,245.36,16.71,1.2639,118.99
2014-10-16,153.83,248.8,16.67,1.2822,119.22
2014-10-17,155.65,250.0,16.58,1.2804,118.99
2014-10-20,157.16,249.12,16.73,1.275,119.8
2014-10-21,160.27,250.4,16.81,1.2795,120.02
2014-10-22,159.13,244.4,16.46,1.2715,119.34
2014-10-23,160.98,248.48,16.5,1.2641,118.52
2014-10-24,162.22,247.04,16.5,1.2654,118.35
2014-10-27,162.0,245.12,16.42,1.2677,118.06
2014-10-28,163.86,246.56,16.49,1.2701,118.1
2014-10-29,163.61,249.84,16.38,1.2738,116.41
2014-10-30,164.66,246.08,15.82,1.2633,115.19
2014-10-31,166.54,245.04,15.5,1.2613,112.66
2014-11-03,166.63,238.08,15.48,1.2503,112.15
2014-11-04,166.05,234.4,15.36,1.2496,112.22
2014-11-05,167.1,239.6,14.66,1.2553,109.79
2014-11-06,167.77,236.8,14.82,1.248,109.88
2014-11-07,167.93,238.08,15.1,1.238,112.97
2014-11-10,168.46,234.72,14.92,1.2461,110.46
2014-11-11,168.62,235.36,15.11,1.243,112.04
2014-11-12,168.44,233.12,15.03,1.2476,111.5
2014-11-13,168.63,226.32,14.97,1.243,111.67
2014-11-14,168.67,230.64,15.63,1.2476,114.47
2014-11-17,168.78,229.44,15.5,1.2518,114.05
2014-11-18,169.75,225.6,15.55,1.2449,115.05
2014-11-19,169.48,226.0,15.48,1.2533,113.68
2014-11-20,169.78,229.84,15.6,1.2541,114.86
2014-11-21,170.69,232.8,15.79,1.2545,115.39
2014-11-24,171.16,229.92,15.78,1.2375,115.11
2014-11-25,171.04,224.24,15.98,1.2433,115.38
2014-11-26,171.48,223.2,15.87,1.2481,115.16
2014-11-28,171.11,204.64,14.83,1.2462,112.11
2014-12-01,169.93,210.56,15.78,1.2438,116.58
2014-12-02,171.02,204.64,15.75,1.247,115.14
2014-12-03,171.68,204.64,15.73,1.2389,116.33
2014-12-04,171.49,202.72,15.77,1.2317,115.88
2014-12-05,171.78,199.68,15.61,1.2387,114.43
2014-12-08,170.63,191.28,15.71,1.2294,115.78
2014-12-09,170.51,193.6,16.32,1.2315,118.19
2014-12-10,167.78,186.24,16.37,1.2395,117.96
2014-12-11,168.63,181.44,16.33,1.2474,117.69
2014-12-12,165.9,175.44,16.3,1.2395,117.41
2014-12-15,164.76,168.48,15.47,1.2464,114.39
2014-12-16,163.44,170.4,15.08,1.2444,114.95
2014-12-17,166.65,170.72,15.1,1.2512,114.27
2014-12-18,170.77,165.92,15.25,1.2339,115.15
2014-12-19,171.49,175.68,15.39,1.229,114.77
2014-12-22,172.28,167.36,14.99,1.2226,112.55
2014-12-23,172.52,172.48,15.04,1.2224,112.74
2014-12-24,172.53,168.4,15.09,1.2175,112.77
2014-12-26,173.09,166.24,15.35,1.221,114.83
2014-12-29,173.32,162.4,15.11,1.2169,113.67
2014-12-30,172.39,162.32,15.58,1.2153,115.2
2014-12-31,170.68,162.88,15.06,1.2162,113.58
2015-01-02,170.59,159.12,15.11,1.2089,114.08
2015-01-05,167.51,150.32,15.5,1.1946,115.8
2015-01-06,165.93,144.4,15.83,1.1939,117.12
2015-01-07,168.0,146.96,15.85,1.1875,116.43
2015-01-08,170.98,148.4,15.64,1.1836,115.94
2015-01-09,169.61,146.24,15.77,1.1796,117.26
2015-01-12,168.28,139.28,15.87,1.1871,118.56
2015-01-13,167.81,140.96,16.29,1.1832,118.16
2015-01-14,166.79,146.16,16.13,1.1778,117.97
2015-01-15,165.27,139.6,16.15,1.1786,120.94
2015-01-16,167.43,146.64,16.95,1.1637,122.52
2015-01-20,167.79,139.84,17.18,1.1598,124.2
2015-01-21,168.64,142.16,17.37,1.1547,124.23
2015-01-22,171.15,139.28,17.61,1.1615,125.23
2015-01-23,170.21,136.0,17.51,1.1347,124.23
2015-01-26,170.61,134.96,17.13,1.1125,122.99
2015-01-27,168.36,137.68,17.33,1.1248,124.4
2015-01-28,166.2,132.48,17.23,1.1367,123.42
2015-01-29,167.73,133.44,16.24,1.1281,120.76
2015-01-30,165.62,142.56,16.54,1.1336,123.45
2015-02-02,167.67,148.96,16.47,1.1309,122.42
2015-02-03,170.1,156.96,16.55,1.1342,121.05
2015-02-04,169.45,146.24,16.63,1.1457,121.58
2015-02-05,171.16,152.24,16.58,1.1319,121.79
2015-02-06,170.69,155.76,16.03,1.1472,118.64
2015-02-09,169.93,158.16,16.32,1.1314,119.17
2015-02-10,171.74,151.52,16.19,1.1327,118.47
2015-02-11,171.84,148.08,16.08,1.1322,117.07
2015-02-12,173.49,153.44,16.15,1.1312,117.34
2015-02-13,174.2,156.96,16.54,1.1404,117.98
2015-02-17,174.48,158.32,15.83,1.1334,116.01
2015-02-18,174.49,154.08,15.75,1.1405,116.34
2015-02-19,174.37,152.8,15.7,1.14,115.94
2015-02-20,175.41,149.2,15.54,1.1367,115.28
2015-02-23,175.39,144.88,15.63,1.1381,115.43
2015-02-24,175.89,144.32,15.56,1.1333,115.26
2015-02-25,175.74,149.2,15.83,1.1339,115.7
2015-02-26,175.53,144.24,15.84,1.1364,116.07
2015-02-27,174.93,144.8,15.87,1.1205,116.16
2015-03-02,176.04,146.56,15.66,1.1162,115.68
2015-03-03,175.31,147.92,15.58,1.1179,115.47
2015-03-04,174.58,152.08,15.49,1.1182,115.11
2015-03-05,174.77,149.68,15.53,1.1082,115.0
2015-03-06,172.31,145.92,15.19,1.1032,111.86
2015-03-09,173.02,146.8,15.1,1.0846,111.97
2015-03-10,170.22,143.28,15.02,1.0833,111.42
2015-03-11,169.82,142.16,14.84,1.0709,110.75
2015-03-12,171.98,139.52,14.92,1.0549,110.72
2015-03-13,170.92,134.4,14.9,1.0626,110.88
2015-03-16,173.21,130.8,14.99,1.0482,110.81
2015-03-17,172.69,127.68,14.9,1.0573,110.21
2015-03-18,174.77,134.08,15.36,1.0598,112.37
2015-03-19,173.97,128.64,15.44,1.085,112.29
2015-03-20,175.5,131.44,16.0,1.0669,113.57
2015-03-23,175.16,134.24,16.3,1.0827,114.29
2015-03-24,174.18,134.32,16.28,1.0945,114.57
2015-03-25,171.63,138.88,16.24,1.0902,114.73
2015-03-26,171.22,145.68,16.3,1.096,115.48
2015-03-27,171.61,137.12,16.22,1.0886,115.06
2015-03-30,173.7,137.84,15.98,1.0885,113.75
2015-03-31,172.19,134.72,15.93,1.083,113.66
2015-04-01,171.58,140.64,16.23,1.0738,115.6
2015-04-02,172.19,140.48,16.02,1.077,115.28
2015-04-06,173.35,147.44,16.27,1.1001,116.69
2015-04-07,172.89,152.48,16.15,1.0935,116.11
2015-04-08,173.48,144.56,15.81,1.0824,115.47
2015-04-09,174.25,144.24,15.51,1.0785,114.67
2015-04-10,175.2,147.28,15.77,1.0669,115.97
2015-04-13,174.4,148.0,15.6,1.061,115.14
2015-04-14,174.74,150.56,15.51,1.0573,114.44
2015-04-15,175.52,157.68,15.63,1.0647,115.43
2015-04-16,175.47,159.52,15.57,1.0677,115.03
2015-04-17,173.45,158.72,15.56,1.0756,115.6
2015-04-20,175.04,159.12,15.29,1.081,114.72
2015-04-21,174.83,155.6,15.32,1.0747,115.38
2015-04-22,175.69,154.88,15.11,1.0742,113.83
2015-04-23,176.13,158.08,15.21,1.0726,114.66
2015-04-24,176.54,157.36,15.06,1.0815,113.05
2015-04-27,175.81,156.16,15.66,1.0869,115.33
2015-04-28,176.36,156.8,15.87,1.0878,116.33
2015-04-29,175.64,160.96,15.81,1.0969,115.51
2015-04-30,173.88,164.08,15.43,1.1114,113.47
2015-05-01,175.76,163.2,15.47,1.1215,113.08
2015-05-04,176.26,162.24,15.7,1.1186,114.1
2015-05-05,174.25,166.08,15.81,1.1149,114.42
2015-05-06,173.53,166.56,15.77,1.1186,114.36
2015-05-07,174.22,161.6,15.6,1.1341,113.42
2015-05-08,176.51,163.36,15.76,1.1247,113.97
2015-05-11,175.67,163.04,15.57,1.1194,113.53
2015-05-12,175.15,165.92,15.81,1.1144,114.5
2015-05-13,175.18,164.88,16.35,1.1221,116.55
2015-05-14,177.01,164.24,16.65,1.135,117.18
2015-05-15,177.2,164.16,16.75,1.1405,117.53
2015-05-18,177.75,163.52,16.89,1.1445,117.52
2015-05-19,177.69,157.04,16.38,1.1326,115.89
2015-05-20,177.57,158.72,16.37,1.1147,116.08
2015-05-21,178.08,164.0,16.39,1.1101,115.69
2015-05-22,177.66,162.0,16.34,1.1112,115.6
2015-05-26,175.75,157.52,16.02,1.0971,113.91
2015-05-27,177.42,155.84,15.96,1.0889,113.89
2015-05-28,177.21,156.48,15.97,1.09,114.02
2015-05-29,176.11,162.48,15.99,1.096,114.1
2015-06-01,176.47,162.88,16.0,1.0958,114.0
2015-06-02,176.3,165.44,16.07,1.0923,114.46
2015-06-03,176.76,161.36,15.83,1.115,113.64
2015-06-04,175.27,157.28,15.48,1.1258,112.84
2015-06-05,174.97,159.2,15.39,1.1208,112.24
2015-06-08,173.9,157.68,15.32,1.1108,112.57
2015-06-09,173.87,161.68,15.29,1.1281,112.82
2015-06-10,175.96,165.12,15.32,1.1299,113.78
2015-06-11,176.52,163.92,15.33,1.1312,113.26
2015-06-12,175.17,162.16,15.25,1.1241,113.23
2015-06-15,174.42,161.2,15.4,1.122,113.73
2015-06-16,175.37,162.08,15.32,1.1277,113.32
2015-06-17,175.66,161.68,15.45,1.1242,113.85
2015-06-18,177.48,162.88,15.46,1.137,115.32
2015-06-19,176.69,160.16,15.42,1.1371,115.12
2015-06-22,177.6,161.28,15.49,1.1373,113.64
2015-06-23,177.72,163.76,15.14,1.1349,112.89
2015-06-24,176.43,161.68,15.19,1.1172,112.59
2015-06-25,175.9,159.84,15.17,1.1207,112.44
2015-06-26,175.86,159.84,15.11,1.1203,112.56
2015-06-29,172.18,156.08,15.03,1.0975,113.07
2015-06-30,172.54,159.04,15.03,1.1223,112.37
2015-07-01,173.92,152.8,14.9,1.1135,111.98
2015-07-02,173.76,151.44,14.95,1.1034,111.76
2015-07-06,173.27,141.84,14.99,1.0995,112.06
2015-07-07,174.36,142.08,14.43,1.1049,110.76
2015-07-08,171.43,139.04,14.46,1.101,111.09
2015-07-09,171.74,141.68,14.76,1.1071,111.36
2015-07-10,173.9,141.36,14.88,1.1063,111.49
2015-07-13,175.82,140.08,14.81,1.1129,110.99
2015-07-14,176.58,141.76,14.69,1.099,110.74
2015-07-15,176.53,137.84,14.43,1.1008,110.16
2015-07-16,177.94,136.4,14.35,1.0944,109.76
2015-07-17,178.09,135.92,14.23,1.0886,108.65
2015-07-20,178.19,133.52,14.05,1.083,105.7
2015-07-21,177.48,135.28,14.14,1.0835,105.37
2015-07-22,177.16,130.72,14.14,1.094,104.8
2015-07-23,176.17,129.12,14.0,1.0927,104.33
2015-07-24,174.34,128.24,14.02,1.0989,105.35
2015-07-27,173.32,125.2,13.92,1.0972,104.86
2015-07-28,175.45,126.8,14.02,1.109,105.02
2015-07-29,176.66,129.92,14.15,1.1066,105.17
2015-07-30,176.7,128.8,14.09,1.0984,104.27
2015-07-31,176.43,124.72,14.08,1.0939,104.93
2015-08-03,175.84,120.8,13.87,1.0969,104.1
2015-08-04,175.5,121.76,13.92,1.0956,104.31
2015-08-05,176.07,120.24,13.95,1.0889,103.93
2015-08-06,174.63,118.96,13.99,1.0903,104.39
2015-08-07,174.3,116.48,14.11,1.0927,104.65
2015-08-10,176.49,119.12,14.54,1.0965,105.72
2015-08-11,174.9,115.92,14.64,1.1017,106.26
2015-08-12,175.11,115.52,14.82,1.1042,107.75
2015-08-13,174.89,112.72,14.71,1.1161,106.86
2015-08-14,175.53,111.92,14.55,1.1161,106.85
2015-08-17,176.51,111.12,14.63,1.1093,107.13
2015-08-18,176.0,112.4,14.22,1.1078,107.11
2015-08-19,174.61,107.44,14.57,1.1031,108.55
2015-08-20,170.96,106.96,14.78,1.1118,110.44
2015-08-21,165.81,105.84,14.61,1.1237,111.13
2015-08-24,158.83,99.92,14.13,1.1377,110.53
2015-08-25,156.96,101.84,13.99,1.1583,109.16
2015-08-26,162.99,102.16,13.56,1.1551,107.67
2015-08-27,167.02,111.6,13.8,1.134,107.73
2015-08-28,167.03,119.04,13.92,1.1248,108.7
2015-08-31,165.68,127.12,13.99,1.1214,108.82
2015-09-01,160.74,118.48,13.94,1.1226,109.2
2015-09-02,163.79,120.72,14.02,1.1293,108.62
2015-09-03,163.9,122.72,14.02,1.1216,107.84
2015-09-04,161.42,120.64,13.92,1.1126,107.49
2015-09-08,165.48,120.16,14.12,1.1164,107.52
2015-09-09,163.27,116.08,13.93,1.1207,106.13
2015-09-10,164.15,119.44,13.99,1.1221,106.38
2015-09-11,164.9,117.2,13.95,1.1291,106.16
2015-09-14,164.29,115.12,13.79,1.1344,106.22
2015-09-15,166.34,116.56,13.77,1.1308,105.9
2015-09-16,167.78,122.88,14.22,1.1272,107.31
2015-09-17,167.41,121.84,14.42,1.1292,108.41
2015-09-18,164.67,116.96,14.47,1.1401,109.21
2015-09-21,165.52,120.4,14.49,1.1292,108.53
2015-09-22,163.37,119.36,14.14,1.1191,107.79
2015-09-23,163.11,115.52,14.12,1.1121,108.22
2015-09-24,162.52,116.72,14.43,1.119,110.49
2015-09-25,162.48,117.76,14.4,1.1179,109.81
2015-09-28,158.4,115.04,13.94,1.1202,108.42
2015-09-29,158.5,116.88,13.97,1.1231,107.98
2015-09-30,161.45,117.44,13.87,1.1256,106.86
2015-10-01,161.87,116.64,13.9,1.1172,106.73
2015-10-02,164.29,118.16,14.55,1.1193,108.99
2015-10-05,167.22,120.0,14.89,1.1227,108.77
2015-10-06,166.64,125.92,15.07,1.1195,109.86
2015-10-07,168.01,124.56,15.29,1.1268,109.7
2015-10-08,169.52,128.32,14.99,1.124,109.14
2015-10-09,169.63,127.92,15.12,1.1287,110.87
2015-10-12,169.79,122.48,15.13,1.137,111.31
2015-10-13,168.72,120.48,15.16,1.1356,111.86
2015-10-14,167.91,120.4,15.42,1.1385,113.81
2015-10-15,170.48,121.04,15.39,1.1476,113.29
2015-10-16,171.26,121.76,15.28,1.1368,112.49
2015-10-19,171.34,118.64,15.11,1.1361,112.02
2015-10-20,171.13,117.84,15.19,1.1329,112.73
2015-10-21,170.06,115.44,14.99,1.1354,111.73
2015-10-22,172.94,116.08,15.11,1.1348,111.69
2015-10-23,174.83,114.16,15.12,1.1081,111.5
2015-10-26,174.4,112.08,15.11,1.102,111.43
2015-10-27,174.07,110.56,15.13,1.1066,111.68
2015-10-28,176.05,117.52,15.26,1.1037,110.78
2015-10-29,175.94,117.04,14.88,1.0929,109.72
2015-10-30,175.19,118.48,14.8,1.0994,109.3
2015-11-02,177.26,118.0,14.72,1.1026,108.59
2015-11-03,177.77,122.24,14.58,1.1016,106.98
2015-11-04,177.23,118.8,14.38,1.0964,105.97
2015-11-05,177.06,115.84,14.3,1.0868,105.64
2015-11-06,176.96,113.84,14.08,1.0884,104.1
2015-11-09,175.31,112.64,13.89,1.0733,104.4
2015-11-10,175.72,112.72,13.76,1.076,104.18
2015-11-11,175.03,110.08,13.64,1.0738,103.83
2015-11-12,172.58,106.8,13.64,1.0763,103.85
2015-11-13,170.64,104.48,13.59,1.0815,103.56
2015-11-16,173.24,107.12,13.6,1.07,103.71
2015-11-17,173.11,104.08,13.55,1.0688,102.34
2015-11-18,175.86,104.4,13.52,1.0644,102.43
2015-11-19,175.71,103.68,13.62,1.067,103.56
2015-11-20,176.35,103.44,13.5,1.0726,103.09
2015-11-23,176.15,104.16,13.45,1.0641,102.26
2015-11-24,176.38,106.56,13.51,1.0642,102.94
2015-11-25,176.36,107.12,13.52,1.0644,102.46
2015-11-27,176.56,104.24,13.46,1.0604,101.25
2015-11-30,175.83,103.44,13.44,1.0583,101.92
2015-12-01,177.5,103.6,13.51,1.0573,102.28
2015-12-02,175.69,99.84,13.37,1.0626,100.69
2015-12-03,173.23,102.16,13.46,1.0613,101.76
2015-12-04,176.61,99.68,13.87,1.0916,104.02
2015-12-07,175.54,93.76,13.62,1.0884,102.67
2015-12-08,174.36,93.44,13.51,1.0834,102.84
2015-12-09,173.0,92.48,13.49,1.0894,102.64
2015-12-10,173.45,90.96,13.45,1.1018,102.55
2015-12-11,170.09,88.56,13.3,1.0948,103.11
2015-12-14,170.95,89.28,13.06,1.0984,101.79
2015-12-15,172.74,91.2,13.11,1.0993,101.52
